original_index,task,ground_truth_text,predicted_label,top1_correct,candidate_count
802,Instrument Recognition,grasper,grasper,True,6
803,Instrument Recognition,"## Surgical Answers
(1) They fit into Clipper.
(2) The identified phase is Clipping Cutting.",grasper,False,6
804,Instrument Recognition,"## Surgical Answers
(1) They fall under the categories Grasper, Hook.
(2) The identified phase is Gallbladder Dissection.",grasper,True,6
805,Instrument Recognition,"grasper, hook",grasper,True,6
806,Instrument Recognition,hook,hook,True,6
807,Instrument Recognition,"They are classified into the categories: grasper, hook.",grasper,True,6
808,Instrument Recognition,hook,grasper,False,6
809,Instrument Recognition,hook,hook,True,6
810,Instrument Recognition,hook,hook,True,6
811,Instrument Recognition,"## Surgical Answers
(1) The instruments fit into the categories Grasper, Hook.
(2) The depicted phase is Calot Triangle Dissection.",grasper,True,6
812,Instrument Recognition,"grasper, hook",grasper,True,6
813,Instrument Recognition,Their categories are hook.,hook,True,6
814,Instrument Recognition,hook,hook,True,6
815,Instrument Recognition,grasper,grasper,True,6
816,Instrument Recognition,irrigator,grasper,False,6
817,Instrument Recognition,"They belong to Grasper, Hook.",grasper,True,6
818,Instrument Recognition,"grasper, hook",grasper,True,6
819,Instrument Recognition,"They fit the categories Grasper, Clipper.",clipper,True,6
820,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
821,Instrument Recognition,hook,hook,True,6
822,Instrument Recognition,They fall under the categories hook.,grasper,False,6
823,Instrument Recognition,hook,hook,True,6
824,Instrument Recognition,"grasper, hook",grasper,True,6
825,Instrument Recognition,"grasper, hook",grasper,True,6
826,Instrument Recognition,bipolar,bipolar,True,6
827,Instrument Recognition,"They belong to the categories grasper, hook.",scissors,False,6
828,Instrument Recognition,The instrument categories are Hook.,hook,True,6
829,Instrument Recognition,hook,hook,True,6
830,Instrument Recognition,"They are categorized as grasper, scissors.",clipper,False,6
831,Instrument Recognition,hook,hook,True,6
832,Instrument Recognition,hook,hook,True,6
833,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
834,Instrument Recognition,"Their categories are hook, grasper.",grasper,True,6
835,Instrument Recognition,"They are classified as grasper, scissors.",clipper,False,6
836,Instrument Recognition,"grasper, hook",grasper,True,6
837,Instrument Recognition,"They are part of the categories grasper, hook.",hook,True,6
838,Instrument Recognition,"grasper, hook",grasper,True,6
839,Instrument Recognition,"grasper, hook",grasper,True,6
840,Instrument Recognition,The instruments fit into the categories hook.,irrigator,False,6
841,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, SpecimenBag.
(2) The phase is Gallbladder Packaging.",irrigator,False,6
842,Instrument Recognition,"The types shown are grasper, hook.",grasper,True,6
843,Instrument Recognition,"## Surgical Answers
(1) Their categories are Grasper, Bipolar.
(2) The depicted phase is Cleaning Coagulation.",irrigator,False,6
844,Instrument Recognition,"grasper, hook",grasper,True,6
845,Instrument Recognition,"The categories are Grasper, Hook.",hook,True,6
846,Instrument Recognition,hook,hook,True,6
847,Instrument Recognition,They are categorized as hook.,irrigator,False,6
848,Instrument Recognition,"They are classified as grasper, hook.",grasper,True,6
849,Instrument Recognition,hook,hook,True,6
850,Instrument Recognition,"## Surgical Answers
(1) Their categories are Hook.
(2) The phase captured is Calot Triangle Dissection.",grasper,False,6
851,Instrument Recognition,"## Surgical Answers
(1) They fit into Grasper, Hook.
(2) It suggests the Gallbladder Dissection phase.",grasper,True,6
852,Instrument Recognition,These instruments are part of clipper.,bipolar,False,6
853,Instrument Recognition,They fit into Bipolar.,bipolar,True,6
854,Instrument Recognition,Their categories are hook.,hook,True,6
855,Instrument Recognition,"grasper, hook",hook,True,6
856,Instrument Recognition,hook,hook,True,6
857,Instrument Recognition,"grasper, hook",grasper,True,6
858,Instrument Recognition,hook,hook,True,6
859,Instrument Recognition,They fit into the categories hook.,irrigator,False,6
860,Instrument Recognition,"They belong to the categories grasper, scissors.",grasper,True,6
861,Instrument Recognition,hook,hook,True,6
862,Instrument Recognition,hook,hook,True,6
863,Instrument Recognition,They belong to the categories Hook.,hook,True,6
864,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, Hook.
(2) The procedure is in the Calot Triangle Dissection phase.",grasper,True,6
865,Instrument Recognition,"They fall under the categories grasper, hook.",irrigator,False,6
866,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
867,Instrument Recognition,"## Surgical Answers
(1) Their categories are Grasper, Hook.
(2) The phase represented is Calot Triangle Dissection.",grasper,True,6
868,Instrument Recognition,"The categories are grasper, hook.",hook,True,6
869,Instrument Recognition,They belong to the categories Bipolar.,bipolar,True,6
870,Instrument Recognition,They are classified as hook.,hook,True,6
871,Instrument Recognition,grasper,grasper,True,6
872,Instrument Recognition,"grasper, hook",grasper,True,6
873,Instrument Recognition,They fall under the categories grasper.,irrigator,False,6
874,Instrument Recognition,grasper,grasper,True,6
875,Instrument Recognition,"grasper, hook",grasper,True,6
876,Instrument Recognition,"They belong to the following categories: grasper, hook.",grasper,True,6
877,Instrument Recognition,"The instrument categories are grasper, hook.",hook,True,6
878,Instrument Recognition,hook,hook,True,6
879,Instrument Recognition,They are of types Grasper.,grasper,True,6
880,Instrument Recognition,"grasper, clipper",grasper,True,6
881,Instrument Recognition,"## Surgical Answers
(1) The instrument categories are Grasper, Clipper.
(2) The phase is Clipping Cutting.",grasper,True,6
882,Instrument Recognition,They fit into the categories grasper.,grasper,True,6
883,Instrument Recognition,hook,hook,True,6
884,Instrument Recognition,"The categories of the instruments are grasper, hook.",hook,True,6
885,Instrument Recognition,"grasper, hook",grasper,True,6
886,Instrument Recognition,clipper,clipper,True,6
887,Instrument Recognition,grasper,grasper,True,6
888,Instrument Recognition,"grasper, hook",grasper,True,6
889,Instrument Recognition,hook,hook,True,6
890,Instrument Recognition,grasper,grasper,True,6
891,Instrument Recognition,"The instrument categories are grasper, hook.",hook,True,6
892,Instrument Recognition,"## Surgical Answers
(1) The instruments fit into the categories Hook.
(2) The stage corresponds to Gallbladder Dissection.",grasper,False,6
893,Instrument Recognition,They fall under the categories grasper.,grasper,True,6
894,Instrument Recognition,"They are categorized as grasper, hook.",grasper,True,6
895,Instrument Recognition,They belong to the categories Hook.,grasper,False,6
896,Instrument Recognition,hook,hook,True,6
897,Instrument Recognition,hook,hook,True,6
898,Instrument Recognition,"The categories are grasper, hook.",hook,True,6
899,Instrument Recognition,"grasper, hook",grasper,True,6
900,Instrument Recognition,They are categorized as Hook.,hook,True,6
901,Instrument Recognition,They belong to the following categories: grasper.,irrigator,False,6
902,Instrument Recognition,hook,hook,True,6
903,Instrument Recognition,"grasper, hook",grasper,True,6
904,Instrument Recognition,grasper,grasper,True,6
905,Instrument Recognition,"They fall under the categories grasper, hook.",hook,True,6
906,Instrument Recognition,"grasper, hook",grasper,True,6
907,Instrument Recognition,"grasper, clipper",grasper,True,6
908,Instrument Recognition,They belong to hook.,hook,True,6
909,Instrument Recognition,hook,hook,True,6
910,Instrument Recognition,"They are part of the categories Grasper, Hook.",hook,True,6
911,Instrument Recognition,"They belong to grasper, clipper.",grasper,True,6
912,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Hook.
(2) It's classified as the Gallbladder Dissection phase.",grasper,False,6
913,Instrument Recognition,hook,hook,True,6
914,Instrument Recognition,"The visible instruments fall under grasper, hook.",hook,True,6
915,Instrument Recognition,They are categorized under hook.,clipper,False,6
916,Instrument Recognition,These instruments are part of Grasper.,grasper,True,6
917,Instrument Recognition,They are classified under hook.,grasper,False,6
918,Instrument Recognition,hook,hook,True,6
919,Instrument Recognition,They fit the categories bipolar.,bipolar,True,6
920,Instrument Recognition,"grasper, hook",grasper,True,6
921,Instrument Recognition,They are classified as hook.,hook,True,6
922,Instrument Recognition,They belong to the categories Hook.,scissors,False,6
923,Instrument Recognition,hook,hook,True,6
924,Instrument Recognition,"## Surgical Answers
(1) They fit into the categories Grasper, Hook.
(2) The phase is Gallbladder Dissection.",grasper,True,6
925,Instrument Recognition,"grasper, hook",grasper,True,6
926,Instrument Recognition,The instrument categories are hook.,hook,True,6
927,Instrument Recognition,"The instruments belong to the categories Grasper, Hook.",clipper,False,6
928,Instrument Recognition,"## Surgical Answers
(1) Their categories are Scissors.
(2) The phase represented is Clipping Cutting.",grasper,False,6
929,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Hook.
(2) The reflected phase is Gallbladder Dissection.",irrigator,False,6
930,Instrument Recognition,hook,hook,True,6
931,Instrument Recognition,They belong to the following categories: grasper.,grasper,True,6
932,Instrument Recognition,"They fall under the categories grasper, hook.",grasper,True,6
933,Instrument Recognition,They fall under the categories hook.,hook,True,6
934,Instrument Recognition,"grasper, hook",hook,True,6
935,Instrument Recognition,"grasper, hook",grasper,True,6
936,Instrument Recognition,"The categories are Grasper, Hook.",hook,True,6
937,Instrument Recognition,"grasper, hook",grasper,True,6
938,Instrument Recognition,"They belong to the categories grasper, hook.",irrigator,False,6
939,Instrument Recognition,"## Surgical Answers
(1) The categories are Hook.
(2) The phase represented is Gallbladder Dissection.",grasper,False,6
940,Instrument Recognition,"grasper, hook",grasper,True,6
941,Instrument Recognition,They fit into the categories hook.,clipper,False,6
942,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
943,Instrument Recognition,They belong to the categories Hook.,hook,True,6
944,Instrument Recognition,grasper,grasper,True,6
945,Instrument Recognition,Their categories are hook.,grasper,False,6
946,Instrument Recognition,The categories are hook.,hook,True,6
947,Instrument Recognition,They are classified as grasper.,bipolar,False,6
948,Instrument Recognition,The instruments fit into the categories hook.,irrigator,False,6
949,Instrument Recognition,They are classified under hook.,grasper,False,6
950,Instrument Recognition,Their categories are grasper.,grasper,True,6
951,Instrument Recognition,"grasper, hook",grasper,True,6
952,Instrument Recognition,hook,hook,True,6
953,Instrument Recognition,"They belong to the categories Grasper, Hook.",grasper,True,6
954,Instrument Recognition,"## Surgical Answers
(1) These instruments are part of Grasper.
(2) The phase captured is Cleaning Coagulation.",grasper,True,6
955,Instrument Recognition,"They belong to grasper, hook.",hook,True,6
956,Instrument Recognition,"## Surgical Answers
(1) The categories are Hook.
(2) It's showing the Calot Triangle Dissection phase.",grasper,False,6
957,Instrument Recognition,They are categorized as hook.,hook,True,6
958,Instrument Recognition,"grasper, hook",grasper,True,6
959,Instrument Recognition,grasper,grasper,True,6
960,Instrument Recognition,The instrument categories are bipolar.,bipolar,True,6
961,Instrument Recognition,"The types of the instruments are grasper, hook.",grasper,True,6
962,Instrument Recognition,hook,hook,True,6
963,Instrument Recognition,"grasper, hook",grasper,True,6
964,Instrument Recognition,hook,hook,True,6
965,Instrument Recognition,"grasper, hook",grasper,True,6
966,Instrument Recognition,"They are classified as grasper, hook.",grasper,True,6
967,Instrument Recognition,"They fall under Grasper, Hook.",bipolar,False,6
968,Instrument Recognition,They are classified under the categories grasper.,grasper,True,6
969,Instrument Recognition,They belong to the following categories: hook.,hook,True,6
970,Instrument Recognition,hook,hook,True,6
971,Instrument Recognition,They are categorized as Hook.,hook,True,6
972,Instrument Recognition,"## Surgical Answers
(1) The instrument categories are Grasper, Hook.
(2) The surgical phase is Gallbladder Dissection.",grasper,True,6
973,Instrument Recognition,hook,hook,True,6
974,Instrument Recognition,"They fall into grasper, hook.",clipper,False,6
975,Instrument Recognition,"They are classified into the categories: grasper, grasper.",grasper,True,6
976,Instrument Recognition,"They fall into the categories Grasper, Hook.",clipper,False,6
977,Instrument Recognition,"The categories of the instruments are grasper, hook.",hook,True,6
978,Instrument Recognition,hook,hook,True,6
979,Instrument Recognition,hook,hook,True,6
980,Instrument Recognition,grasper,grasper,True,6
981,Instrument Recognition,grasper,grasper,True,6
982,Instrument Recognition,grasper,grasper,True,6
983,Instrument Recognition,"grasper, hook",grasper,True,6
984,Instrument Recognition,They are of types bipolar.,grasper,False,6
985,Instrument Recognition,"grasper, hook",grasper,True,6
986,Instrument Recognition,grasper,grasper,True,6
987,Instrument Recognition,"grasper, hook",grasper,True,6
988,Instrument Recognition,"The classification of the instruments is Grasper, Hook.",grasper,True,6
989,Instrument Recognition,hook,hook,True,6
990,Instrument Recognition,hook,hook,True,6
991,Instrument Recognition,They are part of the categories hook.,hook,True,6
992,Instrument Recognition,The categories of the instruments are Hook.,hook,True,6
993,Instrument Recognition,"## Surgical Answers
(1) They are categorized as Grasper, Bipolar.
(2) This is the Cleaning Coagulation phase.",grasper,True,6
994,Instrument Recognition,"The categories are grasper, clipper.",grasper,True,6
995,Instrument Recognition,They fit into hook.,grasper,False,6
996,Instrument Recognition,"grasper, hook",grasper,True,6
997,Instrument Recognition,grasper,grasper,True,6
998,Instrument Recognition,"They belong to the categories grasper, grasper.",grasper,True,6
999,Instrument Recognition,They are categorized as hook.,hook,True,6
1000,Instrument Recognition,"grasper, hook",hook,True,6
1001,Instrument Recognition,"grasper, hook",grasper,True,6
1002,Instrument Recognition,The categories are Hook.,hook,True,6
1003,Instrument Recognition,grasper,grasper,True,6
1004,Instrument Recognition,hook,hook,True,6
1005,Instrument Recognition,They are categorized as Hook.,irrigator,False,6
1006,Instrument Recognition,They fall under the categories grasper.,grasper,True,6
1007,Instrument Recognition,hook,hook,True,6
1008,Instrument Recognition,grasper,grasper,True,6
1009,Instrument Recognition,grasper,grasper,True,6
1010,Instrument Recognition,"They fall under the categories grasper, grasper.",clipper,False,6
1011,Instrument Recognition,They fall into hook.,bipolar,False,6
1012,Instrument Recognition,"They fall into the categories grasper, hook.",clipper,False,6
1013,Instrument Recognition,They are categorized as hook.,hook,True,6
1014,Instrument Recognition,The visible instruments fall under hook.,hook,True,6
1015,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1016,Instrument Recognition,"These instruments can be classified as grasper, irrigator, grasper.",irrigator,True,6
1017,Instrument Recognition,These instruments are part of hook.,hook,True,6
1018,Instrument Recognition,"grasper, scissors",grasper,True,6
1019,Instrument Recognition,"Their categories are Grasper, Hook.",grasper,True,6
1020,Instrument Recognition,They are classified as grasper.,grasper,True,6
1021,Instrument Recognition,"grasper, hook",grasper,True,6
1022,Instrument Recognition,"## Surgical Answers
(1) They are categorized as Grasper, Hook.
(2) The phase is Gallbladder Dissection.",grasper,True,6
1023,Instrument Recognition,grasper,grasper,True,6
1024,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Hook.
(2) It represents the Calot Triangle Dissection phase.",grasper,False,6
1025,Instrument Recognition,"## Surgical Answers
(1) They are part of the categories Grasper, Hook.
(2) The phase captured is Calot Triangle Dissection.",grasper,True,6
1026,Instrument Recognition,"## Surgical Answers
(1) Their categories are Grasper, Hook.
(2) The phase is Gallbladder Dissection.",irrigator,False,6
1027,Instrument Recognition,grasper,grasper,True,6
1028,Instrument Recognition,"They are categorized as grasper, hook.",grasper,True,6
1029,Instrument Recognition,"grasper, hook",grasper,True,6
1030,Instrument Recognition,"The categories are grasper, hook.",hook,True,6
1031,Instrument Recognition,grasper,grasper,True,6
1032,Instrument Recognition,hook,hook,True,6
1033,Instrument Recognition,hook,hook,True,6
1034,Instrument Recognition,"The categories are grasper, irrigator.",grasper,True,6
1035,Instrument Recognition,hook,grasper,False,6
1036,Instrument Recognition,"They are classified under the categories grasper, hook.",clipper,False,6
1037,Instrument Recognition,"They are part of the categories Grasper, Hook.",hook,True,6
1038,Instrument Recognition,"They are classified as grasper, hook.",hook,True,6
1039,Instrument Recognition,"## Surgical Answers
(1) They are categorized under Grasper, Clipper.
(2) The procedure is in the Clipping Cutting phase.",grasper,True,6
1040,Instrument Recognition,"grasper, hook",grasper,True,6
1041,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
1042,Instrument Recognition,clipper,grasper,False,6
1043,Instrument Recognition,clipper,grasper,False,6
1044,Instrument Recognition,The types of the instruments are Grasper.,bipolar,False,6
1045,Instrument Recognition,hook,hook,True,6
1046,Instrument Recognition,They fit into hook.,hook,True,6
1047,Instrument Recognition,hook,hook,True,6
1048,Instrument Recognition,"They are classified as grasper, hook.",irrigator,False,6
1049,Instrument Recognition,grasper,grasper,True,6
1050,Instrument Recognition,grasper,grasper,True,6
1051,Instrument Recognition,"They are categorized as grasper, hook.",grasper,True,6
1052,Instrument Recognition,"They are classified under the categories grasper, grasper.",grasper,True,6
1053,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
1054,Instrument Recognition,hook,hook,True,6
1055,Instrument Recognition,"The visible instruments fall under grasper, hook.",hook,True,6
1056,Instrument Recognition,"grasper, hook",grasper,True,6
1057,Instrument Recognition,"## Surgical Answers
(1) They fit the categories Grasper, Hook.
(2) The phase is identified as Calot Triangle Dissection.",grasper,True,6
1058,Instrument Recognition,hook,hook,True,6
1059,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
1060,Instrument Recognition,"The classifications are grasper, hook.",grasper,True,6
1061,Instrument Recognition,hook,hook,True,6
1062,Instrument Recognition,hook,hook,True,6
1063,Instrument Recognition,grasper,grasper,True,6
1064,Instrument Recognition,"grasper, hook",grasper,True,6
1065,Instrument Recognition,"They belong to the categories grasper, bipolar.",scissors,False,6
1066,Instrument Recognition,Their categories are grasper.,grasper,True,6
1067,Instrument Recognition,The instruments belong to the categories Hook.,clipper,False,6
1068,Instrument Recognition,They fall under the categories Hook.,hook,True,6
1069,Instrument Recognition,"They fall under the categories grasper, hook.",grasper,True,6
1070,Instrument Recognition,"They are classified as grasper, hook.",clipper,False,6
1071,Instrument Recognition,grasper,grasper,True,6
1072,Instrument Recognition,"## Surgical Answers
(1) They are part of the categories Grasper.
(2) The stage corresponds to Gallbladder Dissection.",grasper,True,6
1073,Instrument Recognition,hook,hook,True,6
1074,Instrument Recognition,"They belong to the categories hook, grasper.",hook,True,6
1075,Instrument Recognition,grasper,grasper,True,6
1076,Instrument Recognition,"grasper, hook",grasper,True,6
1077,Instrument Recognition,"## Surgical Answers
(1) They are part of the categories Hook.
(2) The phase represented here is Gallbladder Dissection.",grasper,False,6
1078,Instrument Recognition,They fit into hook.,hook,True,6
1079,Instrument Recognition,grasper,grasper,True,6
1080,Instrument Recognition,hook,hook,True,6
1081,Instrument Recognition,hook,hook,True,6
1082,Instrument Recognition,grasper,grasper,True,6
1083,Instrument Recognition,hook,hook,True,6
1084,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
1085,Instrument Recognition,"They fall into the categories grasper, hook.",bipolar,False,6
1086,Instrument Recognition,They fall under bipolar.,bipolar,True,6
1087,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper.
(2) The phase represented is Gallbladder Dissection.",grasper,True,6
1088,Instrument Recognition,"## Surgical Answers
(1) They are categorized as Grasper.
(2) The shown phase is Preparation.",grasper,True,6
1089,Instrument Recognition,"grasper, bipolar",grasper,True,6
1090,Instrument Recognition,"They fall into the categories grasper, hook.",irrigator,False,6
1091,Instrument Recognition,"grasper, hook",grasper,True,6
1092,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, SpecimenBag.
(2) The depicted phase is Gallbladder Packaging.",grasper,True,6
1093,Instrument Recognition,"They fall under the categories grasper, hook.",grasper,True,6
1094,Instrument Recognition,They are categorized under clipper.,clipper,True,6
1095,Instrument Recognition,scissors,grasper,False,6
1096,Instrument Recognition,They belong to the categories grasper.,grasper,True,6
1097,Instrument Recognition,hook,hook,True,6
1098,Instrument Recognition,hook,hook,True,6
1099,Instrument Recognition,The classification of the instruments is hook.,grasper,False,6
1100,Instrument Recognition,The categories of the instruments are irrigator.,bipolar,False,6
1101,Instrument Recognition,"The categories of the instruments are grasper, hook.",bipolar,False,6
1102,Instrument Recognition,hook,hook,True,6
1103,Instrument Recognition,grasper,grasper,True,6
1104,Instrument Recognition,"## Surgical Answers
(1) They fall into Hook.
(2) The identified phase is Calot Triangle Dissection.",grasper,False,6
1105,Instrument Recognition,"## Surgical Answers
(1) They fit into the categories Hook.
(2) It's the Gallbladder Dissection phase.",grasper,False,6
1106,Instrument Recognition,grasper,grasper,True,6
1107,Instrument Recognition,"grasper, hook",grasper,True,6
1108,Instrument Recognition,grasper,grasper,True,6
1109,Instrument Recognition,grasper,grasper,True,6
1110,Instrument Recognition,clipper,grasper,False,6
1111,Instrument Recognition,"grasper, hook",grasper,True,6
1112,Instrument Recognition,"## Surgical Answers
(1) Their categories are Grasper, Hook.
(2) It's the Calot Triangle Dissection phase.",irrigator,False,6
1113,Instrument Recognition,hook,hook,True,6
1114,Instrument Recognition,grasper,grasper,True,6
1115,Instrument Recognition,"They belong to the categories grasper, hook.",grasper,True,6
1116,Instrument Recognition,The instrument categories are hook.,hook,True,6
1117,Instrument Recognition,irrigator,irrigator,True,6
1118,Instrument Recognition,The categories are hook.,grasper,False,6
1119,Instrument Recognition,"They are classified under grasper, hook.",grasper,True,6
1120,Instrument Recognition,"## Surgical Answers
(1) They are classified under the categories Grasper, Hook.
(2) The identified phase is Calot Triangle Dissection.",grasper,True,6
1121,Instrument Recognition,grasper,grasper,True,6
1122,Instrument Recognition,"They fall under the categories Grasper, Hook.",grasper,True,6
1123,Instrument Recognition,clipper,grasper,False,6
1124,Instrument Recognition,They fit the categories Clipper.,clipper,True,6
1125,Instrument Recognition,"The instruments belong to the categories grasper, hook.",clipper,False,6
1126,Instrument Recognition,The instrument categories are grasper.,grasper,True,6
1127,Instrument Recognition,hook,hook,True,6
1128,Instrument Recognition,The classifications are Bipolar.,bipolar,True,6
1129,Instrument Recognition,The instruments belong to the categories Hook.,clipper,False,6
1130,Instrument Recognition,"grasper, hook",grasper,True,6
1131,Instrument Recognition,"Their categories are grasper, hook.",hook,True,6
1132,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Hook.
(2) The phase represented is Calot Triangle Dissection.",grasper,False,6
1133,Instrument Recognition,hook,hook,True,6
1134,Instrument Recognition,"grasper, clipper",grasper,True,6
1135,Instrument Recognition,"## Surgical Answers
(1) The instruments belong to the categories Hook.
(2) It represents the Calot Triangle Dissection phase.",irrigator,False,6
1136,Instrument Recognition,grasper,grasper,True,6
1137,Instrument Recognition,"grasper, hook",grasper,True,6
1138,Instrument Recognition,"They belong to the categories grasper, hook.",clipper,False,6
1139,Instrument Recognition,hook,hook,True,6
1140,Instrument Recognition,"grasper, hook",grasper,True,6
1141,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, Clipper.
(2) The phase represented is Clipping Cutting.",grasper,True,6
1142,Instrument Recognition,"The instrument categories are grasper, hook.",hook,True,6
1143,Instrument Recognition,"The instrument categories are grasper, hook.",hook,True,6
1144,Instrument Recognition,"The categories of the instruments are grasper, hook.",hook,True,6
1145,Instrument Recognition,"## Surgical Answers
(1) The instrument categories are Hook.
(2) It captures the Calot Triangle Dissection phase.",irrigator,False,6
1146,Instrument Recognition,grasper,grasper,True,6
1147,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
1148,Instrument Recognition,grasper,grasper,True,6
1149,Instrument Recognition,hook,hook,True,6
1150,Instrument Recognition,"grasper, bipolar",grasper,True,6
1151,Instrument Recognition,"grasper, hook",grasper,True,6
1152,Instrument Recognition,grasper,grasper,True,6
1153,Instrument Recognition,"grasper, hook",grasper,True,6
1154,Instrument Recognition,"grasper, hook",grasper,True,6
1155,Instrument Recognition,"## Surgical Answers
(1) Their categories are Hook.
(2) It's the Gallbladder Dissection phase.",irrigator,False,6
1156,Instrument Recognition,hook,hook,True,6
1157,Instrument Recognition,"They fit into grasper, hook.",grasper,True,6
1158,Instrument Recognition,"grasper, hook",grasper,True,6
1159,Instrument Recognition,grasper,grasper,True,6
1160,Instrument Recognition,hook,hook,True,6
1161,Instrument Recognition,bipolar,bipolar,True,6
1162,Instrument Recognition,"They belong to the categories grasper, hook.",bipolar,False,6
1163,Instrument Recognition,"## Surgical Answers
(1) They are of types Grasper, SpecimenBag.
(2) The reflected phase is Gallbladder Retraction.",grasper,True,6
1164,Instrument Recognition,"grasper, hook",grasper,True,6
1165,Instrument Recognition,"They are categorized as Grasper, Hook.",hook,True,6
1166,Instrument Recognition,grasper,grasper,True,6
1167,Instrument Recognition,hook,hook,True,6
1168,Instrument Recognition,hook,hook,True,6
1169,Instrument Recognition,They fall under the categories Hook.,hook,True,6
1170,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, Hook.
(2) The phase represented is Gallbladder Dissection.",grasper,True,6
1171,Instrument Recognition,grasper,grasper,True,6
1172,Instrument Recognition,They fall under the categories hook.,grasper,False,6
1173,Instrument Recognition,"## Surgical Answers
(1) Their categories are Hook.
(2) It's the Gallbladder Dissection phase.",grasper,False,6
1174,Instrument Recognition,"These instruments can be classified as grasper, hook.",clipper,False,6
1175,Instrument Recognition,"Their categories are Grasper, Clipper.",grasper,True,6
1176,Instrument Recognition,The categories are hook.,grasper,False,6
1177,Instrument Recognition,They are part of the categories grasper.,grasper,True,6
1178,Instrument Recognition,"## Surgical Answers
(1) The categories are Grasper, Hook.
(2) The phase is Calot Triangle Dissection.",grasper,True,6
1179,Instrument Recognition,"They are classified under the categories grasper, clipper.",clipper,True,6
1180,Instrument Recognition,"The instruments fit into the categories grasper, hook.",irrigator,False,6
1181,Instrument Recognition,hook,hook,True,6
1182,Instrument Recognition,grasper,grasper,True,6
1183,Instrument Recognition,"## Surgical Answers
(1) They fall into Grasper, Hook.
(2) The surgical phase is Calot Triangle Dissection.",grasper,True,6
1184,Instrument Recognition,"grasper, hook",grasper,True,6
1185,Instrument Recognition,"grasper, hook",grasper,True,6
1186,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper.
(2) The phase in this image is Gallbladder Dissection.",irrigator,False,6
1187,Instrument Recognition,hook,hook,True,6
1188,Instrument Recognition,"Their categories are grasper, hook.",grasper,True,6
1189,Instrument Recognition,"grasper, hook",grasper,True,6
1190,Instrument Recognition,"grasper, clipper",grasper,True,6
1191,Instrument Recognition,They belong to the following categories: Hook.,hook,True,6
1192,Instrument Recognition,"They are classified under the categories grasper, grasper.",grasper,True,6
1193,Instrument Recognition,"They fall into Grasper, Hook.",grasper,True,6
1194,Instrument Recognition,Their categories are hook.,hook,True,6
1195,Instrument Recognition,"Their categories are Grasper, SpecimenBag.",grasper,True,6
1196,Instrument Recognition,They are of types hook.,bipolar,False,6
1197,Instrument Recognition,"They fall under the categories Grasper, Hook.",hook,True,6
1198,Instrument Recognition,grasper,grasper,True,6
1199,Instrument Recognition,grasper,grasper,True,6
1200,Instrument Recognition,"They belong to the categories grasper, grasper.",grasper,True,6
1201,Instrument Recognition,"## Surgical Answers
(1) The visible instruments fall under Grasper, Bipolar.
(2) The phase is Cleaning Coagulation.",grasper,True,6
1202,Instrument Recognition,"## Surgical Answers
(1) They fall under Hook.
(2) The surgical phase is Calot Triangle Dissection.",grasper,False,6
1203,Instrument Recognition,grasper,grasper,True,6
1204,Instrument Recognition,"They are part of the categories grasper, hook.",hook,True,6
1205,Instrument Recognition,"grasper, hook",grasper,True,6
1206,Instrument Recognition,"## Surgical Answers
(1) They fall under Grasper, Hook.
(2) The identified phase is Gallbladder Dissection.",grasper,True,6
1207,Instrument Recognition,hook,hook,True,6
1208,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1209,Instrument Recognition,They fall under Hook.,hook,True,6
1210,Instrument Recognition,hook,hook,True,6
1211,Instrument Recognition,They are categorized as bipolar.,bipolar,True,6
1212,Instrument Recognition,grasper,grasper,True,6
1213,Instrument Recognition,"They fall under the categories grasper, hook.",grasper,True,6
1214,Instrument Recognition,"grasper, hook",grasper,True,6
1215,Instrument Recognition,"They belong to the categories grasper, hook.",scissors,False,6
1216,Instrument Recognition,"They fall under the categories grasper, irrigator.",grasper,True,6
1217,Instrument Recognition,"They fit into the categories grasper, hook.",hook,True,6
1218,Instrument Recognition,hook,hook,True,6
1219,Instrument Recognition,"They fall into Grasper, Clipper.",clipper,True,6
